filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20
1-100032-A-0.wav,0.03652148321270943,0.00820158515125513,215.7882249896664,175.23702226644315,326.3875325520833,0.012220594618055556,-600.9691772460938,4.735329627990723,-8.546893119812012,-4.235802173614502,-0.8592404127120972,-1.933061957359314,-0.3346896767616272,0.8651508092880249,0.7821248173713684,0.4798204004764557,-0.5150490999221802,-0.20849333703517914,-0.8980099558830261,0.4961153268814087,-0.11548633873462677,-0.30010923743247986,-1.1466599702835083,-0.0604943186044693,-0.15721628069877625,0.5011188983917236
1-100038-A-14.wav,0.3292476534843445,0.05015479028224945,3851.174848230887,2244.983229677568,6358.4259033203125,0.30372676142939814,-194.2254180908203,3.4621598720550537,-60.11296463012695,5.190989971160889,-48.62517547607422,-27.346412658691406,-31.65094757080078,-6.047390460968018,-38.83000564575195,-13.620305061340332,-18.26418113708496,-20.936744689941406,-14.136039733886719,-12.881674766540527,-11.769746780395508,-9.075668334960938,-9.152256965637207,-0.16697311401367188,-6.8492512702941895,9.602473258972168
1-100210-A-36.wav,0.208700492978096,0.2709382176399231,3417.2877809490396,2742.446147537043,6442.4652099609375,0.3853624131944444,15.872096061706543,57.77352523803711,-9.830812454223633,15.996925354003906,-13.768986701965332,12.996223449707031,1.3583109378814697,7.45026969909668,4.666092395782471,-5.405442237854004,-2.486071825027466,15.447697639465332,0.5435582399368286,24.435293197631836,-9.652680397033691,7.879009246826172,0.908417820930481,3.5255284309387207,4.372345924377441,1.4866223335266113
1-100210-B-36.wav,0.23500338196754456,0.2748357653617859,3495.7926694031803,2823.7447742744007,6746.870930989583,0.38697871455439814,17.35421371459961,55.67502212524414,-8.102071762084961,14.464739799499512,-10.375935554504395,13.430967330932617,2.4944546222686768,5.853175640106201,3.6240391731262207,-4.907354354858398,-0.09280551224946976,14.56764030456543,0.9443678855895996,23.52562141418457,-8.81538200378418,7.645930767059326,1.614313006401062,4.568077564239502,5.158868789672852,1.3223108053207397
1-101296-A-19.wav,0.4639843702316284,0.008947442285716534,1448.7377149138285,2193.9039864578654,3397.0621744791665,0.04575376157407408,-423.3590393066406,125.60508728027344,38.06645202636719,35.73618698120117,-3.17217755317688,9.126521110534668,-13.195879936218262,4.988875865936279,-1.9801186323165894,-8.531397819519043,-11.87791919708252,2.810479164123535,-13.996722221374512,0.7623937129974365,-7.913936614990234,-2.102836847305298,-2.6445131301879883,-3.609916925430298,-11.921076774597168,-0.09362930804491043
1-101296-B-19.wav,0.4785538613796234,0.013402968645095825,1334.1957764600509,1968.7404997173192,2597.3429361979165,0.04899540653935185,-399.7845764160156,141.03533935546875,36.31140899658203,24.55441665649414,-11.506616592407227,7.846006393432617,-10.81168270111084,4.32320499420166,-1.1223918199539185,-8.071324348449707,-8.752089500427246,3.217839002609253,-14.17575454711914,0.36860427260398865,-7.690924167633057,-5.113043785095215,-1.6439454555511475,-4.841162204742432,-10.473393440246582,0.9961548447608948
1-101336-A-30.wav,0.2806701958179474,0.059972163289785385,528.5197128251596,832.214730494456,1001.8422444661459,0.013016312210648149,-434.68011474609375,105.22138977050781,14.409360885620117,18.969478607177734,6.245128154754639,-3.5785388946533203,-0.04511162266135216,6.650572776794434,1.3181871175765991,-2.308683395385742,-1.4867533445358276,0.2312958985567093,-2.3173656463623047,-1.0825457572937012,-0.5891408324241638,-1.7670636177062988,-4.031301021575928,-2.616448402404785,-1.9107556343078613,-0.9997597336769104
1-101404-A-34.wav,0.6738810539245605,0.012703316286206245,4238.9857106105765,3020.2059229318975,7820.8892822265625,0.21891728153935186,-489.244140625,11.919236183166504,4.0539960861206055,18.180923461914062,0.36811771988868713,13.89832878112793,15.598108291625977,15.20931625366211,-3.9390625953674316,7.651315689086914,1.2978757619857788,6.660305023193359,3.294163942337036,8.192499160766602,2.587415933609009,4.708533763885498,1.708827257156372,3.6250624656677246,3.6538562774658203,4.772311210632324
1-103298-A-9.wav,0.6017938256263733,0.12593717873096466,2099.3063809072614,2560.761418655268,5176.94091796875,0.07153094256365741,-119.30890655517578,89.46109771728516,4.375411510467529,20.037412643432617,8.963632583618164,40.12082290649414,6.169645309448242,11.521712303161621,-0.3912680149078369,14.944811820983887,4.386248588562012,6.108273029327393,4.15311336517334,3.2826220989227295,-2.2736704349517822,4.471348285675049,-2.600085496902466,5.5559163093566895,-0.5937678217887878,4.309295177459717
1-103995-A-30.wav,0.16639605164527893,0.020228011533617973,244.10399291873094,414.2833580264233,398.7131754557292,0.006297923900462963,-568.4946899414062,39.64802932739258,6.4718708992004395,3.305542469024658,5.295874118804932,3.7191944122314453,3.512585163116455,3.351984739303589,0.5357717871665955,2.755850315093994,1.8609423637390137,2.176762104034424,2.300816059112549,2.7404391765594482,1.8048439025878906,1.7052315473556519,2.507266044616699,3.4901530742645264,2.631403684616089,2.5064730644226074
